hypernym(00260881,00260622).
derivationally_related_form(01283208,04369025).
hypernym(00489730,00488225).
hypernym(03929202,03265032).
instance_hypernym(11197099,10423225).
hypernym(02234551,02234087).
also_see(00473322,00429060).
hypernym(00557686,00173338).
derivationally_related_form(02230772,05564590).
has_part(09466280,09277686).
hypernym(05418717,05417975).
also_see(02451951,01613463).
hypernym(01446901,01850315).
member_of_domain_usage(06845599,03588046).
derivationally_related_form(01086081,02199590).
hypernym(01089778,01086081).
derivationally_related_form(00072012,13515958).
derivationally_related_form(01796582,01743217).
hypernym(00781000,00962447).
derivationally_related_form(09830629,02769748).
hypernym(00652622,00654625).
member_meronym(01536916,01538498).
derivationally_related_form(06712325,00828374).
derivationally_related_form(10493685,04025130).
member_of_domain_usage(06295235,07968702).
derivationally_related_form(00589769,09892831).
hypernym(05841029,05839024).
hypernym(12787565,11566682).
has_part(08563180,09201301).
hypernym(10540656,00007846).
hypernym(01327028,00004475).
derivationally_related_form(01017987,02747709).
hypernym(00953559,00952963).
hypernym(09854510,09632518).
derivationally_related_form(02746365,01136614).
derivationally_related_form(04833276,00101609).
member_meronym(02630052,02630739).
hypernym(01127215,01476483).
member_meronym(11911591,11992674).
member_meronym(02294761,02310334).
derivationally_related_form(05784560,02863464).
hypernym(15067025,14989545).
hypernym(02501275,01862557).
hypernym(01494188,01429349).
has_part(08709038,08753933).
hypernym(12799580,11585340).
instance_hypernym(09510305,09507097).
derivationally_related_form(07238102,02636921).
hypernym(04688246,04723816).
hypernym(02513560,01321579).
derivationally_related_form(02326198,03461385).
derivationally_related_form(14332085,02123424).
hypernym(09952393,10323752).
hypernym(02273545,01342529).
hypernym(05570129,05289861).
derivationally_related_form(04780958,01628302).
derivationally_related_form(02460199,10520804).
hypernym(10084635,10515194).
hypernym(01830623,01504437).
derivationally_related_form(13164763,00357332).
member_meronym(01448767,01449586).
hypernym(03058949,03058107).
hypernym(10240514,09606527).
derivationally_related_form(02386012,10381214).
hypernym(04514738,03167666).
hypernym(01418947,01416585).
derivationally_related_form(00478830,07334490).
instance_hypernym(09163192,08700255).
hypernym(15291498,15224486).
hypernym(12925394,11585340).
derivationally_related_form(08616050,01576165).
hypernym(04971928,04959672).
derivationally_related_form(00382109,00374534).
hypernym(07955280,07951464).
derivationally_related_form(00797299,10037385).
hypernym(01084180,01083645).
hypernym(02769748,02773037).
derivationally_related_form(04857083,00262792).
hypernym(00430370,00429060).
hypernym(12655062,12654659).
hypernym(02799897,04285146).
hypernym(02359775,01864707).
derivationally_related_form(02511551,00805034).
derivationally_related_form(05703956,00724492).
hypernym(00660571,00658052).
member_meronym(12391745,12394861).
member_of_domain_usage(06845599,03869222).
hypernym(01080691,01405044).
synset_domain_topic_of(03648804,15253139).
derivationally_related_form(13933841,02027612).
member_meronym(12746733,12746884).
hypernym(05047059,05046009).
hypernym(02542280,02542795).
has_part(03501614,03313873).
synset_domain_topic_of(01695567,00933420).
hypernym(03790512,03791235).
synset_domain_topic_of(04627936,06951067).
derivationally_related_form(06757057,00835294).
member_meronym(02205896,02206624).
member_meronym(02171633,02172387).
hypernym(02049190,01907258).
hypernym(00058014,00056930).
derivationally_related_form(00954086,01126846).
hypernym(03379828,02898711).
derivationally_related_form(00415044,10583387).
member_meronym(02250464,02251452).
hypernym(00438752,00438495).
member_meronym(12398990,12399132).
derivationally_related_form(01566645,01056369).
verb_group(01365131,01232387).
derivationally_related_form(01727490,07342049).
hypernym(07919310,07881800).
hypernym(01900408,01831531).
synset_domain_topic_of(14031108,08199025).
hypernym(12123050,11556857).
hypernym(00789138,00644583).
has_part(08801678,08807894).
derivationally_related_form(04671841,00718924).
hypernym(11699071,12205694).
member_meronym(11835806,11836137).
member_meronym(12501745,12526380).
synset_domain_topic_of(00384329,06262567).
hypernym(00555780,00173338).
hypernym(10702167,00007846).
derivationally_related_form(10575787,02153709).
hypernym(08077292,08189659).
derivationally_related_form(01498872,13872421).
hypernym(02714865,02713372).
derivationally_related_form(10087736,00869931).
hypernym(12834408,11566230).
hypernym(01738774,01753788).
hypernym(01246601,00126264).
hypernym(02722458,03157987).
member_meronym(01625747,01628148).
hypernym(12939479,12939104).
derivationally_related_form(00032539,06716483).
hypernym(00737536,00735936).
hypernym(00480993,00479076).
hypernym(01606574,01494310).
member_meronym(12090318,12094121).
hypernym(02354536,02339413).
derivationally_related_form(00309582,07390400).
hypernym(06945679,06943558).
hypernym(12969927,12969131).
hypernym(11978035,11579418).
member_meronym(12876032,12879719).
also_see(00583990,02519555).
instance_hypernym(11289709,09765278).
instance_hypernym(10842730,09894143).
has_part(05219724,05513807).
has_part(09023321,09025728).
hypernym(06875697,06282651).
has_part(09029457,09030467).
member_meronym(02553196,02600953).
derivationally_related_form(01817755,05988097).
derivationally_related_form(00133981,01412346).
derivationally_related_form(03888257,01968275).
hypernym(12751043,11567411).
member_meronym(01695259,01723678).
derivationally_related_form(06892016,01719921).
derivationally_related_form(01486312,02975212).
derivationally_related_form(02733187,05395690).
hypernym(08544813,08491826).
derivationally_related_form(05675130,00570590).
hypernym(05675905,05804793).
hypernym(14359174,14299637).
hypernym(13150178,13149296).
hypernym(04315948,04077430).
has_part(05573895,05574151).
hypernym(01623792,01621555).
hypernym(04453910,03122748).
hypernym(01835918,01835276).
hypernym(01416585,01389507).
derivationally_related_form(04709253,00744916).
hypernym(12599435,12598826).
derivationally_related_form(10018021,00804802).
derivationally_related_form(01845720,09629752).
derivationally_related_form(01588134,03327234).
hypernym(00836149,00831191).
hypernym(01708778,01342529).
derivationally_related_form(01729431,07048000).
also_see(00957176,01370590).
hypernym(10655594,09821831).
hypernym(02717901,03740161).
derivationally_related_form(02496036,02936714).
derivationally_related_form(02420789,03599628).
derivationally_related_form(06686174,00891936).
synset_domain_topic_of(00722479,00523513).
hypernym(07223985,07223170).
hypernym(00350878,00350380).
hypernym(01048492,00907147).
member_meronym(12890009,12891093).
hypernym(13617046,13600822).
derivationally_related_form(01919711,13757249).
hypernym(04380617,03672352).
hypernym(12329260,13112664).
hypernym(00128638,00125629).
member_meronym(02528534,02534352).
hypernym(14334511,14334122).
derivationally_related_form(02110552,14526182).
has_part(05881867,13590327).
has_part(09068444,09069752).
derivationally_related_form(03949442,01163847).
hypernym(05790572,05788149).
hypernym(10779897,10433737).
hypernym(03640660,03899328).
hypernym(10783539,00007846).
member_meronym(01978744,01978930).
hypernym(13480667,13518963).
instance_hypernym(09213076,09403734).
derivationally_related_form(02961505,08952190).
derivationally_related_form(13426376,01643657).
also_see(02098325,00639356).
derivationally_related_form(02395406,00058645).
member_of_domain_region(08860123,10345015).
derivationally_related_form(07348399,01990281).
hypernym(06632097,06628861).
hypernym(02037090,02038357).
hypernym(02503313,01862557).
hypernym(13384557,13372961).
derivationally_related_form(01322221,15145586).
hypernym(01201271,01201021).
has_part(13722340,13722060).
hypernym(13721003,13716084).
member_meronym(08121117,10091651).
derivationally_related_form(02345288,13262663).
hypernym(01857325,01855672).
derivationally_related_form(02158896,01049266).
hypernym(09551356,09505418).
derivationally_related_form(07565259,02656763).
derivationally_related_form(01134522,09811852).
synset_domain_topic_of(10248198,05946687).
member_of_domain_usage(06295235,00415988).
has_part(02777734,02788148).
synset_domain_topic_of(08270662,06095022).
member_meronym(13069348,13069535).
hypernym(05423779,05418717).
derivationally_related_form(01103614,01745722).
hypernym(11743294,13122364).
hypernym(00286928,00283911).
derivationally_related_form(01633343,00940842).
member_meronym(03351434,03410022).
derivationally_related_form(02343595,00205891).
hypernym(10211203,10020890).
has_part(08766988,08774912).
hypernym(10721470,10577284).
derivationally_related_form(01596645,00256746).
has_part(08731606,08956760).
hypernym(08685188,08630039).
derivationally_related_form(09946278,02716767).
derivationally_related_form(05799581,02532261).
derivationally_related_form(05022457,01022064).
member_of_domain_region(08860123,04539053).
derivationally_related_form(00620752,02406916).
hypernym(06836822,06828818).
derivationally_related_form(10491309,00967625).
also_see(02180797,01116380).
hypernym(05695554,00023271).
derivationally_related_form(02293321,00213186).
hypernym(00177127,01023820).
hypernym(01772985,01762525).
derivationally_related_form(02771320,07996412).
derivationally_related_form(01174555,02399424).
derivationally_related_form(01563005,09429387).
derivationally_related_form(02038357,13887509).
derivationally_related_form(00043195,02285629).
hypernym(05293944,05293597).
has_part(09189411,08999154).
hypernym(15027189,14728724).
derivationally_related_form(01101913,07476623).
has_part(02374451,02462602).
member_meronym(12564840,12565912).
hypernym(02373093,01342529).
hypernym(09621359,00007846).
hypernym(03452449,04329190).
derivationally_related_form(00212065,02264179).
hypernym(14235200,14234074).
hypernym(13659604,13649268).
synset_domain_topic_of(05756414,06136258).
hypernym(01172275,01165043).
hypernym(01927159,01925695).
hypernym(12166929,12166424).
also_see(01997119,01997680).
member_meronym(12501745,12568865).
hypernym(02769460,04336034).
hypernym(00609506,00606370).
has_part(06449735,06437531).
derivationally_related_form(09818343,02133297).
derivationally_related_form(06671637,00875141).
verb_group(01794668,00668099).
hypernym(02899439,03673971).
derivationally_related_form(13458571,00151689).
synset_domain_topic_of(10608385,08199025).
derivationally_related_form(01719302,00795785).
has_part(05511618,05388805).
derivationally_related_form(01184625,13366311).
hypernym(01965464,01963942).
hypernym(04097373,02958343).
hypernym(01022178,01017987).
derivationally_related_form(01928838,13757249).
has_part(08920924,08923884).
synset_domain_topic_of(00501534,06084469).
hypernym(01877812,01877134).
hypernym(12639910,12639736).
member_meronym(08740875,09722658).
instance_hypernym(08801678,08696931).
hypernym(10549925,09998101).
hypernym(09367991,09367203).
hypernym(04729984,04729328).
hypernym(04322026,04359589).
hypernym(08491245,08491027).
hypernym(04051068,02673637).
has_part(02120997,02439929).
hypernym(07854813,07850329).
derivationally_related_form(00426928,02418421).
derivationally_related_form(00912473,07120524).
hypernym(02812201,04552696).
instance_hypernym(09068921,08633957).
member_meronym(02489288,02489589).
member_of_domain_region(08766988,13753067).
derivationally_related_form(01097500,01263711).
has_part(04402746,04401088).
derivationally_related_form(01273814,06796119).
hypernym(00067999,00072989).
hypernym(00196364,00258857).
synset_domain_topic_of(00021997,00671351).
derivationally_related_form(00329654,13163991).
hypernym(08305114,08304895).
derivationally_related_form(00047317,00795008).
hypernym(02276527,01762525).
derivationally_related_form(06252743,00740577).
derivationally_related_form(00689950,14438125).
hypernym(12614477,13121544).
derivationally_related_form(09960545,00404726).
hypernym(07339808,07339653).
hypernym(00694681,00874067).
derivationally_related_form(14333136,01250908).
has_part(12247664,07743544).
